"Nombre Operador","Cédula","Código Ruta","Descripción Ruta","Código Ramal","Descripción Ramal","Mes","Año","pasajeroEquivalente","pasajerosTotal","Pasajeros Adulto Mayor","Pasajeros Regulares","Carreras","Ingresos"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","105","SANTA ANA - SAN ANTONIO DE BELEN","R1202","SANTA ANA - SAN ANTONIO DE BELEN","3","2025","","","1607","61865","1231.5","27923675"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","SAN RAFAEL-BALNEARIO DE OJO DE AGUA-SAN ANTONIO DE BELEN-CENADA-LA AURORA-IMAS-URBANIZACION LA CUMBRE-HEREDIA Y VICEVERSA","R1196","HEREDIA-SAN RAFAEL DE ALAJUELA","3","2025","","","4251","63146","529.5","19657125"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","SAN RAFAEL-BALNEARIO DE OJO DE AGUA-SAN ANTONIO DE BELEN-CENADA-LA AURORA-IMAS-URBANIZACION LA CUMBRE-HEREDIA Y VICEVERSA","R1197","HEREDIA-SAN ANTONIO DE BELEN","3","2025","","","5291","82531","968","25670215"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","SAN RAFAEL-BALNEARIO DE OJO DE AGUA-SAN ANTONIO DE BELEN-CENADA-LA AURORA-IMAS-URBANIZACION LA CUMBRE-HEREDIA Y VICEVERSA","R1199","HEREDIA-LA AURORA","3","2025","","","3060","48122","1175","14982950"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","SAN RAFAEL-BALNEARIO DE OJO DE AGUA-SAN ANTONIO DE BELEN-CENADA-LA AURORA-IMAS-URBANIZACION LA CUMBRE-HEREDIA Y VICEVERSA","R2041","HEREDIA-OJO DE AGUA","3","2025","","","48","972","15","303270"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","SAN RAFAEL-BALNEARIO DE OJO DE AGUA-SAN ANTONIO DE BELEN-CENADA-LA AURORA-IMAS-URBANIZACION LA CUMBRE-HEREDIA Y VICEVERSA","R2043","HEREDIA-ESCOBAL","3","2025","","","2826","40009","384","12458190"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","SAN RAFAEL-BALNEARIO DE OJO DE AGUA-SAN ANTONIO DE BELEN-CENADA-LA AURORA-IMAS-URBANIZACION LA CUMBRE-HEREDIA Y VICEVERSA","R2429","HEREDIA-IMAS-URB. LA CUMBRE","3","2025","","","2172","16615","566","5171980"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","I-3","SANTA ANA - SAN ANTONIO DE BELEN - LA VALENCIA","R0005","SANTA ANA-SAN ANTONIO DE BELEN-LA VALENCIA","3","2025","","","70","2852","42","902630"
"AUTOTRANSPORTES CARIBEÑOS S.A.","3-101-028668","703","SAN JOSE-LIMON (SERVICIO REGULAR Y DIRECTO)","R1755","SAN JOSE-LIMON","3","2025","","","3186","35313","558","146713175"
"BUSES METROPOLI, S.A.","3-101-097990","307","CARTAGO-COT-SAN JOSE –VOLCAN IRAZU-CARTAGO-TIERRA BLANCA-POTRERO CERRADO-SANATORIO   CARTAGO-SAN JUAN DE CHICUA-LA PASTORA","R1019","SAN JOSE-CARTAGO-VOLCAN IRAZU Y VICEVERSA","3","2025","","","21","978","11","689010"
"BUSES METROPOLI, S.A.","3-101-097990","307","CARTAGO-COT-SAN JOSE –VOLCAN IRAZU-CARTAGO-TIERRA BLANCA-POTRERO CERRADO-SANATORIO   CARTAGO-SAN JUAN DE CHICUA-LA PASTORA","R1021","CARTAGO-COT Y VICEVERSA","3","2025","","","4437","83964","1332.5","30684720"
"BUSES METROPOLI, S.A.","3-101-097990","307","CARTAGO-COT-SAN JOSE –VOLCAN IRAZU-CARTAGO-TIERRA BLANCA-POTRERO CERRADO-SANATORIO   CARTAGO-SAN JUAN DE CHICUA-LA PASTORA","R1022","CARTAGO-TIERRA BLANCA-POTRERO CERRADO-SANATORIO Y VICEVERSA","3","2025","","","3357","50081","812","34145225"
"BUSES METROPOLI, S.A.","3-101-097990","307","CARTAGO-COT-SAN JOSE –VOLCAN IRAZU-CARTAGO-TIERRA BLANCA-POTRERO CERRADO-SANATORIO   CARTAGO-SAN JUAN DE CHICUA-LA PASTORA","R1025","CARTAGO-SAN JUAN DE CHICUA-LA PASTORA-VOLCAN IRAZU Y VICEVERSA","3","2025","","","","2821","110.5","3883050"
"CONSORCIO SECTORIZADO DE TRANSPORTES REGION HUETAR NORTE S.A","3-101-065811","1248","CIUDAD QUESADA-COOPEVEGA","R0926","CIUDAD QUESADA-COOPEVEGA","3","2025","","","235","4113","93","6163000"
"EMPRESA HERMANOS BONILLA, S.A.","3-101-557746","1002","BRASIL DE SANTA ANA-COYOL DE ALAJUELA Y VICEVERSA","R2342","BRASIL DE SANTA ANA-COYOL Y VICEVERSA","3","2025","","","29","84","25","47040"
"EMPRESA HERMANOS BONILLA, S.A.","3-101-557746","224","ALAJUELA-PUEBLO NUEVO-LA TIGRA-CALLE CARRANZA Y VICEVERSA","R0648","ALAJUELA-PUEBLO NUEVO-LA TIGRA-CALLE CARRANZA Y VICEVERSA","3","2025","","","4951","47399","1329.5","9716795"
"EMPRESA HERMANOS BONILLA, S.A.","3-101-557746","229","ALAJUELA-EL COYOL Y VICEVERSA POR LA AUTOPISTA BERNARDO SOTO Y LA RADIAL DE ALAJUELA","R0621","ALAJUELA-BOSQUE ENCANTADO","3","2025","","","894","10580","251.5","4232000"
"EMPRESA HERMANOS BONILLA, S.A.","3-101-557746","229","ALAJUELA-EL COYOL Y VICEVERSA POR LA AUTOPISTA BERNARDO SOTO Y LA RADIAL DE ALAJUELA","R0623","ALAJUELA-EL COYOL X PISTA","3","2025","","","116","4916","227.5","1769760"
"EMPRESA HERMANOS BONILLA, S.A.","3-101-557746","229","ALAJUELA-EL COYOL Y VICEVERSA POR LA AUTOPISTA BERNARDO SOTO Y LA RADIAL DE ALAJUELA","R2312","ALAJUELA-OLIVOS","3","2025","","","924","5438","252.5","1903300"
"EMPRESA HERMANOS BONILLA, S.A.","3-101-557746","229","ALAJUELA-EL COYOL Y VICEVERSA POR LA AUTOPISTA BERNARDO SOTO Y LA RADIAL DE ALAJUELA","R2313","ALAJUELA-MONTE ROCOSO","3","2025","","","84","208","110","74880"
"EMPRESA HERMANOS BONILLA, S.A.","3-101-557746","229","ALAJUELA-EL COYOL Y VICEVERSA POR LA AUTOPISTA BERNARDO SOTO Y LA RADIAL DE ALAJUELA","R2314","ALAJUELA-PROQUINAL (INDU PARK)","3","2025","","","8852","99826","2047","35937360"
"EMPRESA HERMANOS BONILLA, S.A.","3-101-557746","229","ALAJUELA-EL COYOL Y VICEVERSA POR LA AUTOPISTA BERNARDO SOTO Y LA RADIAL DE ALAJUELA","R2315","ALAJUELA-ZONA FRANCA BES (COYOL)","3","2025","","","60","264","94.5","95040"
"L Y M ASESORES AGRICOLAS, S.A.","3-101-154139","350","TURRIALBA-SAN JUAN SUR-SAN JUAN NORTE Y VICEVERSA","R1141","TURRIALBA-SAN JUAN SUR Y  VICEVERSA","3","2025","","","1211","8497","341","4102420"
"L Y M ASESORES AGRICOLAS, S.A.","3-101-154139","350","TURRIALBA-SAN JUAN SUR-SAN JUAN NORTE Y VICEVERSA","R1142","TURRIALBA-SAN JUAN NORTE Y  VICEVERSA","3","2025","","","1195","8496","341","4101910"
"LINEAS DEL ATLANTICO, LIMITADA (LINACO, LIMITADA)","3-102-008307","701","SAN JOSE-SIQUIRRES Y VICEVERSA","R1753","SAN JOSE-SIQUIRRES Y VICEVERSA (SERVICIO REGULAR)","3","2025","","","1103","14071","173","32275925"
"LINEAS DEL ATLANTICO, LIMITADA (LINACO, LIMITADA)","3-102-008307","701","SAN JOSE-SIQUIRRES Y VICEVERSA","R2056","SAN JOSE-SIQUIRRES Y VICEVERSA (SERVICIO DIRECTO)","3","2025","","","975","11411","143","26407540"
"MIRANDA CUBERO S.A.","3-101-727595","1224","SAN RAMON-RIO JESUS Y VICEVERSA","R0911","SAN RAMON-RIO JESUS","3","2025","","","1283","17186","238","5843240"
"ROUBIER ROJAS ALFARO","02-0349-0027","228","ALAJUELA-CARRILLOS-CHILAMATE-POAS","R0619","ALAJUELA-POAS","3","2025","","","5336","66157","659","22991640"
"RUTA 51-53, S.A.","3-101-053176","51","SAN JOSE-VARGAS ARAYA-MONTERREY Y VICEVERSA,  SAN JOSE-URBANIZACION CARMIOL Y VICEVERSA, SAN JOSE-BARRIO PINTO Y VICEVERSA","R0191","SAN JOSE-VARGAS ARAYA-MONTERREY Y VICEVERSA","3","2025","","","19075","148841","3018","65119025"
"RUTA 51-53, S.A.","3-101-053176","51","SAN JOSE-VARGAS ARAYA-MONTERREY Y VICEVERSA,  SAN JOSE-URBANIZACION CARMIOL Y VICEVERSA, SAN JOSE-BARRIO PINTO Y VICEVERSA","R0192","SAN JOSE-URBANIZACION CARMIOL Y VICEVERSA","3","2025","","","5519","43192","1473","18896430"
"RUTA 51-53, S.A.","3-101-053176","51","SAN JOSE-VARGAS ARAYA-MONTERREY Y VICEVERSA,  SAN JOSE-URBANIZACION CARMIOL Y VICEVERSA, SAN JOSE-BARRIO PINTO Y VICEVERSA","R0193","SAN JOSE-BARRIO PINTO Y VICEVERSA","3","2025","","","3150","24467","1180","10704585"
"TRANSPORTES MATINA BATAAN, S.A.","3-101-171909","711","SAN JOSE-BATAN-MATINA Y VICEVERSA","R1782","SAN JOSE-BATAN-MATINA Y VICEVERSA","3","2025","","","203","5896","93","21505535"
"TRANSPORTES OTTO Y ELADIO LEIVA CAMPOS, S.A.","3-101-201624","326","CARTAGO-TRES RIOS Y VICEVERSA","R1072","CARTAGO-TRES RIOS POR TARAS","3","2025","","","7035","86546","1061","28127090"
"TRANSPORTES OTTO Y ELADIO LEIVA CAMPOS, S.A.","3-101-201624","326","CARTAGO-TRES RIOS Y VICEVERSA","R2435","CARTAGO-TRES RIOS POR LA LIMA","3","2025","","","7568","90520","1186","29302530"
